,Identifier,RMSE
5586,MS-DAR-00086-000-00301_north,0.0012366711915998468
5587,MS-DAR-00016-000-00082_south,0.0012367789565481434
5588,MS-DAR-00209-00006-000-00253_north,0.0012368098715618246
5589,MS-DAR-00088-000-00417_south,0.0012368519133678648
5590,MS-DAR-00058-00001-000-00183_south,0.0012368853826075455
5591,MS-DAR-00088-000-00281_south,0.001236976353678627
5592,MS-DAR-00012-000-00003_north,0.0012370464627227146
5593,MS-DAR-00068-000-00327_north,0.0012370695754519252
5594,MS-DAR-00157-00001-000-00348_south,0.001237094397555002
5595,MS-DAR-00088-000-00201_north,0.0012372874009603059
5596,MS-DAR-00014-000-00395_north,0.0012374978916542127
5597,MS-DAR-00084-00001-000-00033_south,0.0012378348609200028
5598,MS-DAR-00056-000-00013_north,0.0012378805516923854
5599,MS-DAR-00052-000-00157_north,0.0012379155653814771
5600,MS-DAR-00048-000-00090_south,0.0012379966810831956
5601,MS-DAR-00016-000-00251_south,0.0012380954291242002
5602,MS-DAR-00061-000-00171_south,0.0012381829828355684
5603,MS-DAR-00053-00001-000-00364_north,0.0012382762487953896
5604,MS-DAR-00046-00001-000-00210_north,0.0012382783106551659
5605,MS-DAR-00076-000-00460_north,0.0012384399140613926
5606,MS-DAR-00157-00001-000-00183_south,0.001238456092827377
5607,MS-DAR-00070-000-00079_south,0.0012384959318622977
5608,MS-DAR-00017-00002-000-00105_north,0.0012385506687319372
5609,MS-DAR-00046-00001-000-00209_south,0.0012385719418004394
5610,MS-DAR-00052-000-00174_south,0.0012386554759278175
5611,MS-DAR-00053-00002-000-00088_south,0.0012386783688743905
5612,MS-DAR-00068-000-00280_south,0.00123881144000347
5613,MS-DAR-00010-00002-000-00104_south,0.0012389235944291381
5614,MS-DAR-00089-000-00207_south,0.001239043777574274
5615,MS-DAR-00205-00009-000-00867_north,0.0012390680393595272
5616,MS-DAR-00086-000-00325_north,0.0012392884928356352
5617,MS-DAR-00076-000-00221_south,0.0012393885312083686
5618,MS-DAR-00062-000-00199_north,0.001239457559420395
5619,MS-DAR-00209-00005-000-00277_south,0.0012394850486278771
5620,MS-DAR-00205-00011-000-00110_south,0.0012395077392243618
5621,MS-DAR-00047-000-00280_north,0.0012395455186967248
5622,MS-DAR-00058-00001-000-00190_north,0.0012395905531367853
5623,MS-DAR-00066-000-00022_south,0.001239606352097536
5624,MS-DAR-00080-000-00108_south,0.0012397713822049196
5625,MS-DAR-00083-000-00396_south,0.0012397823510415993
5626,MS-DAR-00045-000-00114_north,0.0012399541312717868
5627,MS-DAR-00084-00002-000-00427_south,0.0012400367008746946
5628,MS-DAR-00205-00009-000-00146_south,0.001240057648255805
5629,MS-DAR-00209-00006-000-00294_north,0.0012400661663678578
5630,MS-DAR-00081-000-00234_south,0.0012401273818560838
5631,MS-DAR-00047-000-00376_south,0.0012402874526427862
5632,MS-DAR-00057-000-00250_south,0.001240434917460251
5633,MS-DAR-00060-00001-000-00008_south,0.001240456040861243
5634,MS-DAR-00070-000-00090_south,0.0012405145290723851
5635,MS-DAR-00209-00006-000-00029_south,0.0012405581284220266
5636,MS-DAR-00090-000-00146_north,0.001240604806978363
5637,MS-DAR-00061-000-00153_north,0.0012406249404971897
5638,MS-DAR-00010-00002-000-00266_north,0.001240748817684277
5639,MS-DAR-00082-000-00036_north,0.0012407799861751682
5640,MS-DAR-00082-000-00128_south,0.0012408909180049478
5641,MS-DAR-00087-000-00055_south,0.001240914034363407
5642,MS-DAR-00185-000-00180_north,0.0012409735965402742
5643,MS-DAR-00209-00006-000-00157_south,0.001241144464680026
5644,MS-DAR-00205-00007-000-00560_north,0.0012412069451160693
5645,MS-DAR-00052-000-00248_south,0.0012416643141063665
5646,MS-DAR-00085-000-00492_north,0.0012418921224493043
5647,MS-DAR-00050-000-00279_north,0.0012419090922538675
5648,MS-DAR-00053-00001-000-00033_north,0.0012419909932346023
5649,MS-DAR-00068-000-00044_south,0.0012420189715823644
5650,MS-DAR-00086-000-00092_south,0.001242058156366708
5651,MS-DAR-00089-000-00183_north,0.001242126451079416
5652,MS-DAR-00186-000-00034_south,0.0012421286198490262
5653,MS-DAR-00157-00001-000-00195_north,0.0012422818321732086
5654,MS-DAR-00082-000-00252_north,0.0012423017817367204
5655,MS-DAR-00068-000-00066_north,0.0012423023644609627
5656,MS-DAR-00157-00002-000-00303_south,0.00124234111715333
5657,MS-DAR-00066-000-00073_north,0.001242545405940309
5658,MS-DAR-00086-000-00245_north,0.0012429997386042713
5659,MS-DAR-00087-000-00232_north,0.0012433134356324151
5660,MS-DAR-00085-000-00191_south,0.0012433381205647226
5661,MS-DAR-00046-00002-000-00134_south,0.00124338902934274
5662,MS-DAR-00053-00001-000-00293_south,0.0012435585668331497
5663,MS-DAR-00209-00001-000-00077_south,0.0012436226173297082
5664,MS-DAR-00047-000-00403_north,0.0012436718192032666
5665,MS-DAR-00205-00005-000-00448_north,0.0012437985573806
5666,MS-DAR-00014-000-00076_north,0.001243881246211214
5667,MS-DAR-00108-000-00087_south,0.0012440072533420605
5668,MS-DAR-00209-00006-000-00160_south,0.0012440394183678397
5669,MS-DAR-00209-00006-000-00441_south,0.0012442166821005505
5670,MS-DAR-00088-000-00178_south,0.0012442903514042164
5671,MS-DAR-00077-000-00334_north,0.0012444996492473608
5672,MS-DAR-00209-00005-000-00129_north,0.0012445850372897426
5673,MS-DAR-00055-000-00090_south,0.0012446611059412015
5674,MS-DAR-00086-000-00100_south,0.001244932631230079
5675,MS-DAR-00018-00001-000-00043_south,0.0012449819987818947
5676,MS-DAR-00062-000-00204_north,0.001245036672194361
5677,MS-DAR-00209-00006-000-00111_north,0.0012451479830909633
5678,MS-DAR-00157-00002-000-00321_north,0.001245333457270029
5679,MS-DAR-00208-000-00260_south,0.0012453393131139645
5680,MS-DAR-00047-000-00465_south,0.0012453601525320942
5681,MS-DAR-00205-00006-000-00079_south,0.0012455006620378862
5682,MS-DAR-00088-000-00257_north,0.0012455109968102663
5683,MS-DAR-00186-000-00028_south,0.0012456042161980742
5684,MS-DAR-00011-00002-000-00041_north,0.0012458328602149868
5685,MS-DAR-00209-00001-000-00183_north,0.0012458384126268307
5686,MS-DAR-00017-00001-000-00090_south,0.0012458767796815473
5687,MS-DAR-00205-00002-000-00267_north,0.00124591254441188
5688,MS-DAR-00082-000-00101_south,0.001245913958570454
5689,MS-DAR-00047-000-00123_south,0.0012461148465871842
5690,MS-DAR-00076-000-00378_north,0.001246231520546658
5691,MS-DAR-00009-000-00037_north,0.001246241933212764
5692,MS-DAR-00205-00003-000-00538_north,0.00124644979640814
5693,MS-DAR-00084-00001-000-00246_north,0.001246459349222674
5694,MS-DAR-00081-000-00430_north,0.0012464715046094157
5695,MS-DAR-00205-00007-000-00562_south,0.0012465535713720888
5696,MS-DAR-00058-00002-000-00099_north,0.0012465712717525982
5697,MS-DAR-00209-00014-000-00403_north,0.001246651157057643
5698,MS-DAR-00047-000-00202_north,0.0012466658544371802
5699,MS-DAR-00205-00005-000-00433_south,0.0012466676767137535
5700,MS-DAR-00050-000-00027_north,0.0012466808029537237
5701,MS-DAR-00209-00001-000-00224_south,0.0012467393940422402
5702,MS-DAR-00086-000-00171_north,0.0012467759833830504
5703,MS-DAR-00185-000-00160_south,0.0012468448936996197
5704,MS-DAR-00205-00007-000-00542_south,0.0012468999702409385
5705,MS-DAR-00083-000-00410_south,0.0012469992672238066
5706,MS-DAR-00205-00009-000-00300_north,0.0012471076089775226
5707,MS-DAR-00053-00002-000-00157_south,0.0012471905121477205
5708,MS-DAR-00208-000-00131_south,0.001247214514607974
5709,MS-DAR-00084-00001-000-00029_north,0.0012472837214428745
5710,MS-DAR-00108-000-00338_north,0.0012472863306925114
5711,MS-DAR-00046-00002-000-00381_south,0.001247362230793653
5712,MS-DAR-00069-000-00017_north,0.0012476276687160752
5713,MS-DAR-00090-000-00063_north,0.001247689574281578
5714,MS-DAR-00082-000-00145_south,0.0012478671658135512
5715,MS-DAR-00053-00002-000-00199_north,0.001247920553009889
5716,MS-DAR-00157-00002-000-00257_south,0.0012480788468559102
5717,MS-DAR-00090-000-00095_north,0.001248178450877499
5718,MS-DAR-00157-000-00073_south,0.0012483104180985344
5719,MS-DAR-00056-000-00252_south,0.0012483828400576475
5720,MS-DAR-00084-00001-000-00031_north,0.0012483942900500986
5721,MS-DAR-00082-000-00112_south,0.0012486257454338767
5722,MS-DAR-00086-000-00299_south,0.00124877731740388
5723,MS-DAR-00082-000-00092_south,0.0012488804609711822
5724,MS-DAR-00046-00002-000-00083_north,0.001249083229945903
5725,MS-DAR-00077-000-00314_south,0.0012491740006464972
5726,MS-DAR-00086-000-00153_south,0.0012492033886421085
5727,MS-DAR-00045-000-00018_north,0.0012492320047373068
5728,MS-DAR-00209-00015-000-00049_north,0.0012493927918687483
5729,MS-DAR-00010-00001-000-00037_south,0.001249450943552527
5730,MS-DAR-00185-000-00185_south,0.0012496005649166209
5731,MS-DAR-00083-000-00284_south,0.0012496739447915373
5732,MS-DAR-00045-000-00235_north,0.001249729433976441
5733,MS-DAR-00205-00002-000-00637_north,0.0012497408227375509
5734,MS-DAR-00086-000-00068_north,0.0012499545321322974
5735,MS-DAR-00205-00005-000-00110_south,0.0012499976367672918
5736,MS-DAR-00209-00015-000-00008_south,0.001249999569233471
5737,MS-DAR-00084-00001-000-00030_north,0.0012500000327606284
5738,MS-DAR-00089-000-00379_north,0.001250226833939169
5739,MS-DAR-00010-00002-000-00285_north,0.0012506682750986705
5740,MS-DAR-00185-000-00728_north,0.0012507623817639764
5741,MS-DAR-00084-00001-000-00062_south,0.0012510053370313715
5742,MS-DAR-00087-000-00322_north,0.0012510985480692902
5743,MS-DAR-00205-00007-000-00162_north,0.0012511434599137496
5744,MS-DAR-00205-00011-000-00262_north,0.0012517936168911384
5745,MS-DAR-00066-000-00298_south,0.0012518013314760602
5746,MS-DAR-00205-00002-000-00491_north,0.0012519604543900777
5747,MS-DAR-00076-000-00381_south,0.0012520199772412504
5748,MS-DAR-00047-000-00371_north,0.0012520390108727096
5749,MS-DAR-00017-00001-000-00186_north,0.001252106829636299
5750,MS-DAR-00209-00010-000-00123_north,0.0012522295680632077
5751,MS-DAR-00157-00001-000-00181_south,0.001252270808964806
5752,MS-DAR-00209-00015-000-00114_south,0.0012523622834998424
5753,MS-DAR-00089-000-00198_south,0.0012523736143524443
5754,MS-DAR-00090-000-00149_north,0.0012524382571450377
5755,MS-DAR-00076-000-00461_north,0.0012525075373995987
5756,MS-DAR-00083-000-00056_south,0.001252527051783222
5757,MS-DAR-00083-000-00241_north,0.0012525314197531579
5758,MS-DAR-00087-000-00180_north,0.0012526449786764505
5759,MS-DAR-00059-00002-000-00062_south,0.001252776254570835
5760,MS-DAR-00080-000-00053_south,0.0012528979274869993
5761,MS-DAR-00029-00003-000-00158_south,0.0012532224664059304
5762,MS-DAR-00157-00002-000-00197_north,0.001253261103555307
5763,MS-DAR-00045-000-00148_south,0.001253460370393812
5764,MS-DAR-00086-000-00058_north,0.0012535451792107803
5765,MS-DAR-00157-00001-000-00065_south,0.0012536079414925056
5766,MS-DAR-00205-00009-000-00346_north,0.0012536096134269953
5767,MS-DAR-00052-000-00155_south,0.0012536888099481433
5768,MS-DAR-00010-00001-000-00015_north,0.001253853593855954
5769,MS-DAR-00007-000-00321_south,0.0012538804128432363
5770,MS-DAR-00061-000-00064_south,0.0012539040766383514
5771,MS-DAR-00186-000-00087_north,0.0012539749053752504
5772,MS-DAR-00058-00001-000-00284_south,0.0012541183613483777
5773,MS-DAR-00058-00002-000-00031_north,0.0012545350801106759
5774,MS-DAR-00205-00002-000-00562_south,0.001254676403906848
5775,MS-DAR-00084-00001-000-00343_south,0.001254700016477124
5776,MS-DAR-00054-000-00122_south,0.0012547089512164268
5777,MS-DAR-00084-00002-000-00064_south,0.0012549544753740864
5778,MS-DAR-00058-00002-000-00077_north,0.0012550258061799578
5779,MS-DAR-00205-00005-000-00077_south,0.0012552551529176718
5780,MS-DAR-00083-000-00388_south,0.0012553359637185928
5781,MS-DAR-00084-00002-000-00074_south,0.0012554930123531219
5782,MS-DAR-00086-000-00371_south,0.0012555228659168673
5783,MS-DAR-00205-00003-000-00269_north,0.0012555498034645327
5784,MS-DAR-00010-00002-000-00235_north,0.001255565342358869
5785,MS-DAR-00209-00005-000-00119_north,0.0012555721563562072
5786,MS-DAR-00053-00002-000-00061_north,0.0012556641622838006
5787,MS-DAR-00014-000-00147_south,0.001255689144382573
5788,MS-DAR-00058-00002-000-00174_south,0.0012557853087042292
5789,MS-DAR-00066-000-00239_north,0.0012557887226621193
5790,MS-DAR-00185-000-00555_north,0.0012557924104562254
5791,MS-DAR-00055-000-00269_north,0.0012558390073150014
5792,MS-DAR-00209-00014-000-00232_north,0.0012561746457105131
5793,MS-DAR-00088-000-00081_south,0.0012561880057484541
5794,MS-DAR-00054-000-00047_south,0.001256380774918149
5795,MS-DAR-00124-000-00111_north,0.00125652239385654
5796,MS-DAR-00209-00008-000-00012_south,0.001256635461252044
5797,MS-DAR-00185-000-00103_south,0.0012566787943634142
5798,MS-DAR-00012-000-00311_north,0.001256915821830627
5799,MS-DAR-00060-00001-000-00037_south,0.001257005961749086
5800,MS-DAR-00053-00001-000-00158_north,0.0012573286646770166
5801,MS-DAR-00205-00004-000-00161_south,0.0012574016000705074
5802,MS-DAR-00205-00010-000-00023_south,0.0012575101355215715
5803,MS-DAR-00066-000-00048_south,0.0012579124410343873
5804,MS-DAR-00209-00009-000-00009_south,0.0012579173754538081
5805,MS-DAR-00060-00002-000-00133_south,0.0012579236179787263
5806,MS-DAR-00059-00002-000-00072_south,0.0012579447579591967
5807,MS-DAR-00205-00007-000-00176_south,0.001257987182623437
5808,MS-DAR-00082-000-00281_south,0.001258047503312483
5809,MS-DAR-00068-000-00298_south,0.0012581065289234597
5810,MS-DAR-00208-000-00257_south,0.0012582683351702523
5811,MS-DAR-00083-000-00326_north,0.0012582952587677418
5812,MS-DAR-00045-000-00232_north,0.001258380527955242
5813,MS-DAR-00053-00001-000-00061_north,0.001258394987205524
5814,MS-DAR-00052-000-00295_south,0.0012584796846044678
5815,MS-DAR-00087-000-00130_north,0.0012586562373216347
5816,MS-DAR-00089-000-00200_north,0.0012587896819345422
5817,MS-DAR-00082-000-00032_north,0.0012588167787787776
5818,MS-DAR-00088-000-00387_north,0.001259000614685711
5819,MS-DAR-00088-000-00385_south,0.0012590492458559167
5820,MS-DAR-00186-000-00104_north,0.0012590649072732499
5821,MS-DAR-00016-000-00037_north,0.0012590904859216636
5822,MS-DAR-00078-000-00027_south,0.0012592714264990823
5823,MS-DAR-00209-00001-000-00008_north,0.0012595632808695442
5824,MS-DAR-00209-00015-000-00062_south,0.0012596265138128855
5825,MS-DAR-00209-00005-000-00430_north,0.0012597553192748244
5826,MS-DAR-00209-00001-000-00205_south,0.00125980011091998
5827,MS-DAR-00208-000-00158_north,0.0012599073348451204
5828,MS-DAR-00205-00005-000-00390_south,0.001259968089635741
5829,MS-DAR-00080-000-00387_south,0.0012600141411112469
5830,MS-DAR-00052-000-00223_north,0.001260225043724803
5831,MS-DAR-00209-00010-000-00116_south,0.0012609173998338239
5832,MS-DAR-00004-000-00050_north,0.0012609420058047798
5833,MS-DAR-00185-000-00027_south,0.001260962312288941
5834,MS-DAR-00085-000-00491_south,0.0012610884896746986
5835,MS-DAR-00053-00001-000-00336_south,0.0012613624836777765
5836,MS-DAR-00208-000-00137_north,0.0012614671950971787
5837,MS-DAR-00085-000-00386_south,0.0012615662723254272
5838,MS-DAR-00107-000-00070_north,0.001261580093933937
5839,MS-DAR-00209-00009-000-00042_north,0.0012616593683395674
5840,MS-DAR-00047-000-00325_north,0.0012618465377280954
5841,MS-DAR-00010-00002-000-00290_north,0.0012619140285456086
5842,MS-DAR-00205-00007-000-00170_south,0.001261946438133555
5843,MS-DAR-00077-000-00353_north,0.0012620876446344164
5844,MS-DAR-00062-000-00124_north,0.001262089340300696
5845,MS-DAR-00059-00002-000-00060_north,0.001262104092991165
5846,MS-DAR-00077-000-00337_north,0.0012622350930461513
5847,MS-DAR-00185-000-00166_south,0.0012622703103445764
5848,MS-DAR-00209-00008-000-00199_south,0.001262323786528405
5849,MS-DAR-00086-000-00010_north,0.0012625986436067874
5850,MS-DAR-00089-000-00204_north,0.0012626741248086255
5851,MS-DAR-00208-000-00054_north,0.0012627545348083604
5852,MS-DAR-00205-00007-000-00258_north,0.0012627756430355621
5853,MS-DAR-00205-00009-000-00817_north,0.001262856031669902
5854,MS-DAR-00084-00001-000-00103_south,0.001262995332064949
5855,MS-DAR-00108-000-00307_south,0.0012630417828468012
5856,MS-DAR-00089-000-00191_south,0.001263049024429453
5857,MS-DAR-00209-00015-000-00047_south,0.0012632252607082044
5858,MS-DAR-00088-000-00215_north,0.0012632747818480626
5859,MS-DAR-00086-000-00350_south,0.0012634654757203334
5860,MS-DAR-00088-000-00050_north,0.0012638786623206716
5861,MS-DAR-00089-000-00208_north,0.0012639189052587067
5862,MS-DAR-00090-000-00230_north,0.0012639621836400892
5863,MS-DAR-00061-000-00238_south,0.0012640569056641222
5864,MS-DAR-00061-000-00149_south,0.0012642547151277533
5865,MS-DAR-00209-00005-000-00169_south,0.0012643899342316511
5866,MS-DAR-00084-00002-000-00122_north,0.0012645965717079809
5867,MS-DAR-00087-000-00311_south,0.0012646698901435664
5868,MS-DAR-00053-00001-000-00076_south,0.0012648775889455251
5869,MS-DAR-00014-000-00139_north,0.0012650135199369886
5870,MS-DAR-00060-00001-000-00272_south,0.0012651263481200893
5871,MS-DAR-00046-00002-000-00382_south,0.001265311251484587
5872,MS-DAR-00209-00005-000-00201_north,0.0012653963323754432
5873,MS-DAR-00053-00002-000-00016_south,0.0012654403075400146
5874,MS-DAR-00027-00002-000-00197_north,0.0012654653158487754
5875,MS-DAR-00018-00002-000-00187_north,0.0012655360898854069
5876,MS-DAR-00089-000-00323_south,0.001265632662694311
5877,MS-DAR-00060-00001-000-00053_south,0.0012656625354347823
5878,MS-DAR-00047-000-00398_north,0.0012657460520107736
5879,MS-DAR-00060-00001-000-00059_south,0.0012658207105749318
5880,MS-DAR-00205-00007-000-00085_north,0.0012660662417894035
5881,MS-DAR-00046-00002-000-00333_south,0.0012660864267552195
5882,MS-DAR-00157-00001-000-00259_north,0.0012663436521581897
5883,MS-DAR-00069-000-00218_south,0.0012664290271701397
5884,MS-DAR-00157-00002-000-00337_north,0.0012666051420287068
5885,MS-DAR-00047-000-00059_south,0.0012668902600901197
5886,MS-DAR-00084-00002-000-00415_south,0.001267012013144563
5887,MS-DAR-00088-000-00155_north,0.0012670963857399605
5888,MS-DAR-00080-000-00354_south,0.0012671286041718616
5889,MS-DAR-00209-00005-000-00311_south,0.0012671456434933564
5890,MS-DAR-00208-000-00223_north,0.0012671957508538208
5891,MS-DAR-00004-000-00078_north,0.0012672309214194532
5892,MS-DAR-00157-00001-000-00008_north,0.0012677519892302705
5893,MS-DAR-00209-00009-000-00027_north,0.0012677786732105388
5894,MS-DAR-00205-00003-000-00684_north,0.001268007818544883
5895,MS-DAR-00209-00001-000-00244_north,0.001268047700373935
5896,MS-DAR-00082-000-00408_south,0.0012680798538620428
5897,MS-DAR-00089-000-00232_south,0.0012681823745028923
5898,MS-DAR-00209-00009-000-00162_south,0.001268190447987434
5899,MS-DAR-00088-000-00215_south,0.0012682663792346492
5900,MS-DAR-00185-000-00534_south,0.0012682894038182023
5901,MS-DAR-00090-000-00086_north,0.0012684019874096525
5902,MS-DAR-00060-00001-000-00010_south,0.00126852953712591
5903,MS-DAR-00067-000-00164_south,0.0012685395012154049
5904,MS-DAR-00003-000-00222_south,0.0012686184054013954
5905,MS-DAR-00055-000-00102_south,0.0012686435810920227
5906,MS-DAR-00058-00001-000-00316_south,0.0012686560121152465
5907,MS-DAR-00083-000-00415_south,0.0012686711083361995
5908,MS-DAR-00185-000-00169_south,0.0012686946249350981
5909,MS-DAR-00086-000-00046_south,0.0012687657641227057
5910,MS-DAR-00205-00005-000-00292_north,0.0012688744380278314
5911,MS-DAR-00058-00001-000-00081_north,0.00126889590101236
5912,MS-DAR-00087-000-00311_north,0.0012691490396626887
5913,MS-DAR-00086-000-00205_south,0.0012691871101105905
5914,MS-DAR-00053-00001-000-00244_south,0.0012692156011155963
5915,MS-DAR-00062-000-00015_north,0.0012693023322472312
5916,MS-DAR-00205-00002-000-00388_south,0.0012693282423278038
5917,MS-DAR-00088-000-00156_south,0.0012693455684021438
5918,MS-DAR-00049-000-00317_north,0.0012693546412298573
5919,MS-DAR-00085-000-00276_south,0.0012695453991787183
5920,MS-DAR-00209-00008-000-00252_north,0.0012695861788275381
5921,MS-DAR-00052-000-00297_south,0.001269706870654315
5922,MS-DAR-00185-000-00100_south,0.001269727544997791
5923,MS-DAR-00058-00001-000-00142_north,0.001269768016440315
5924,MS-DAR-00010-00001-000-00144_south,0.0012697692726415357
5925,MS-DAR-00209-00006-000-00179_north,0.0012698146877876033
5926,MS-DAR-00057-000-00305_south,0.0012698800525709718
5927,MS-DAR-00053-00001-000-00078_north,0.0012699053017031362
5928,MS-DAR-00052-000-00234_north,0.001269967064808847
5929,MS-DAR-00048-000-00003_north,0.0012700520881517006
5930,MS-DAR-00076-000-00184_south,0.0012701113680280104
5931,MS-DAR-00107-000-00048_north,0.0012703213575273068
5932,MS-DAR-00209-00006-000-00106_north,0.001270350389550254
5933,MS-DAR-00050-000-00088_south,0.0012703574595212376
5934,MS-DAR-00185-000-00135_north,0.0012703672701964849
5935,MS-DAR-00209-00009-000-00157_south,0.0012704951964812418
5936,MS-DAR-00108-000-00248_south,0.0012705601481160242
5937,MS-DAR-00056-000-00250_south,0.0012710319801485838
5938,MS-DAR-00057-000-00015_south,0.0012712832700358745
5939,MS-DAR-00083-000-00286_north,0.0012714000613910147
5940,MS-DAR-00052-000-00179_north,0.0012714003326754072
5941,MS-DAR-00209-00006-000-00154_south,0.0012715255713372474
5942,MS-DAR-00157-00001-000-00114_north,0.0012716730417351944
5943,MS-DAR-00053-00001-000-00139_north,0.0012717303741335041
5944,MS-DAR-00053-00001-000-00011_north,0.0012717686585249047
5945,MS-DAR-00076-000-00182_north,0.001271784939609914
5946,MS-DAR-00083-000-00042_south,0.0012719033877722917
5947,MS-DAR-00083-000-00357_south,0.0012719382981472899
5948,MS-DAR-00185-000-00384_south,0.001272012407710833
5949,MS-DAR-00053-00002-000-00014_north,0.0012720918813213004
5950,MS-DAR-00077-000-00247_north,0.0012720972593513067
5951,MS-DAR-00157-00001-000-00237_south,0.001272182096197637
5952,MS-DAR-00027-00002-000-00150_south,0.0012722798193006816
5953,MS-DAR-00209-00001-000-00148_south,0.0012723268710579845
5954,MS-DAR-00029-00003-000-00197_north,0.0012725598505197286
5955,MS-DAR-00205-00003-000-00357_south,0.0012727761614266487
5956,MS-DAR-00046-00001-000-00034_north,0.0012729005632785791
5957,MS-DAR-00082-000-00227_north,0.0012730696744052245
5958,MS-DAR-00059-00002-000-00169_south,0.0012731303260467266
5959,MS-DAR-00185-000-00199_north,0.001273240556927439
5960,MS-DAR-00086-000-00017_south,0.0012732998501400424
5961,MS-DAR-00053-00002-000-00036_south,0.0012733810794262068
5962,MS-DAR-00190-000-00052_north,0.0012734951878716338
5963,MS-DAR-00084-00002-000-00356_south,0.0012735083546049624
5964,MS-DAR-00060-00001-000-00048_south,0.0012735555644178896
5965,MS-DAR-00088-000-00179_north,0.0012735810107923266
5966,MS-DAR-00055-000-00156_south,0.0012735813857012287
5967,MS-DAR-00084-00001-000-00301_north,0.001273592694168604
5968,MS-DAR-00067-000-00031_north,0.0012736220605823185
5969,MS-DAR-00185-000-00044_north,0.0012736317966437869
5970,MS-DAR-00082-000-00133_north,0.0012737555243916804
5971,MS-DAR-00084-00002-000-00158_north,0.001273761002628535
5972,MS-DAR-00010-00002-000-00237_south,0.001273912647998025
5973,MS-DAR-00209-00001-000-00279_south,0.001273945878629107
5974,MS-DAR-00053-00001-000-00220_north,0.00127452930766432
5975,MS-DAR-00062-000-00203_north,0.0012745885357406692
5976,MS-DAR-00059-00001-000-00304_south,0.0012746126370847808
5977,MS-DAR-00086-000-00039_north,0.0012747303151552274
5978,MS-DAR-00058-00001-000-00231_north,0.001274826910733606
5979,MS-DAR-00059-00002-000-00042_south,0.0012749224105412472
5980,MS-DAR-00089-000-00311_south,0.0012750510192080068
5981,MS-DAR-00209-00009-000-00206_north,0.001275272652812204
5982,MS-DAR-00058-00001-000-00173_north,0.0012754719322026443
5983,MS-DAR-00059-00001-000-00143_north,0.0012754946551736836
5984,MS-DAR-00053-00001-000-00247_south,0.0012757144811746807
5985,MS-DAR-00046-00001-000-00073_south,0.0012759148701625997
5986,MS-DAR-00084-00001-000-00209_south,0.00127603830111181
5987,MS-DAR-00086-000-00347_north,0.0012760683632003973
5988,MS-DAR-00185-000-00238_south,0.0012760715771119877
5989,MS-DAR-00053-00001-000-00338_south,0.0012760840208084737
5990,MS-DAR-00157-00001-000-00112_south,0.0012762048852807497
5991,MS-DAR-00209-00005-000-00407_south,0.0012764443886951603
5992,MS-DAR-00209-00015-000-00026_north,0.0012764531031514443
5993,MS-DAR-00088-000-00279_north,0.001276592192542911
5994,MS-DAR-00076-000-00077_south,0.0012766032990862417
5995,MS-DAR-00053-00002-000-00180_north,0.0012766498074279395
5996,MS-DAR-00047-000-00146_south,0.0012766630629209247
5997,MS-DAR-00053-00002-000-00076_north,0.0012766855588130952
5998,MS-DAR-00157-00001-000-00158_north,0.0012766932813723384
5999,MS-DAR-00083-000-00297_north,0.0012766976657561807
6000,MS-DAR-00185-000-00437_north,0.0012767231471242225
6001,MS-DAR-00209-00015-000-00072_north,0.001276802462969723
6002,MS-DAR-00209-00006-000-00045_south,0.0012768160713287947
6003,MS-DAR-00209-00001-000-00258_south,0.001276870076551911
6004,MS-DAR-00057-000-00189_south,0.0012768947007017525
6005,MS-DAR-00081-000-00390_south,0.0012769472851688248
6006,MS-DAR-00209-00013-000-00061_south,0.0012769916719630365
6007,MS-DAR-00083-000-00390_south,0.001277158387490167
6008,MS-DAR-00186-000-00087_south,0.0012771870581480631
6009,MS-DAR-00088-000-00255_south,0.001277188197946432
6010,MS-DAR-00185-000-00678_south,0.00127719517883608
6011,MS-DAR-00047-000-00182_south,0.001277304249271998
6012,MS-DAR-00058-00002-000-00159_north,0.0012773994555525165
6013,MS-DAR-00205-00002-000-00289_north,0.0012776939103660509
6014,MS-DAR-00209-00006-000-00455_south,0.0012777110757165363
6015,MS-DAR-00068-000-00250_north,0.0012779348368892908
6016,MS-DAR-00107-000-00093_south,0.00127795374000293
6017,MS-DAR-00086-000-00012_north,0.0012779601247160685
6018,MS-DAR-00046-00001-000-00086_south,0.001278309790112308
6019,MS-DAR-00055-000-00024_south,0.0012784009291413176
6020,MS-DAR-00068-000-00328_north,0.0012784699865931847
6021,MS-DAR-00157-00001-000-00195_south,0.0012784792132890784
6022,MS-DAR-00067-000-00188_south,0.0012785717307058464
6023,MS-DAR-00086-000-00068_south,0.0012785831747860671
6024,MS-DAR-00018-00002-000-00123_north,0.0012786702757706762
6025,MS-DAR-00209-00009-000-00224_south,0.0012788406676666696
6026,MS-DAR-00085-000-00136_south,0.001279110929561829
6027,MS-DAR-00087-000-00170_north,0.0012792608867148293
6028,MS-DAR-00061-000-00228_south,0.001279371618363002
6029,MS-DAR-00017-00001-000-00196_south,0.001279447868731634
6030,MS-DAR-00049-000-00169_south,0.0012794827842796126
6031,MS-DAR-00126-000-00132_north,0.001279494698434769
6032,MS-DAR-00012-000-00436_south,0.001279683135011132
6033,MS-DAR-00083-000-00312_north,0.0012797289901545718
6034,MS-DAR-00080-000-00307_north,0.0012799595567193176
