,Identifier,RMSE
25728,MS-DAR-00205-00009-000-00368_north,0.003598537799700478
25729,MS-DAR-00016-000-00324_north,0.003598561770695196
25730,MS-DAR-00209-00014-000-00158_south,0.0035986361512495243
25731,MS-DAR-00087-000-00292_south,0.003598644361000521
25732,MS-DAR-00082-000-00378_north,0.0035987222287659016
25733,MS-DAR-00157-00002-000-00036_south,0.0035992275957156196
25734,MS-DAR-00089-000-00414_north,0.0035992938401368958
25735,MS-DAR-00016-000-00442_north,0.0035993558007175156
25736,MS-DAR-00205-00008-000-00023_north,0.0035993985937014905
25737,MS-DAR-00209-00009-000-00185_south,0.0035997257505965526
25738,MS-DAR-00209-00010-000-00055_north,0.0036000006796630553
25739,MS-DAR-00014-000-00018_south,0.003600009307773788
25740,MS-DAR-00052-000-00293_north,0.0036000677986884246
25741,MS-DAR-00209-00014-000-00280_north,0.0036004685073708575
25742,MS-DAR-00011-00001-000-00082_south,0.003600906971786372
25743,MS-DAR-00068-000-00310_north,0.0036012675593717113
25744,MS-DAR-00013-000-00271_north,0.003602010531172587
25745,MS-DAR-00059-00002-000-00055_south,0.003602254678496152
25746,MS-DAR-00028-00001-000-00126_south,0.0036024422726351696
25747,MS-DAR-00209-00015-000-00140_north,0.0036027180216026545
25748,MS-DAR-00018-00001-000-00094_south,0.0036028090322219853
25749,MS-DAR-00209-00008-000-00285_north,0.003602834507947445
25750,MS-DAR-00205-00009-000-00647_north,0.003603082821409221
25751,MS-DAR-00008-000-00280_south,0.0036031964432450556
25752,MS-DAR-00118-000-00041_south,0.0036032065468091633
25753,MS-DAR-00157-00002-000-00071_north,0.003603423687124716
25754,MS-DAR-00016-000-00229_north,0.0036035136311334897
25755,MS-DAR-00066-000-00323_south,0.00360360832819258
25756,MS-DAR-00055-000-00108_south,0.0036036990081812497
25757,MS-DAR-00027-00001-000-00090_south,0.003603818026450751
25758,MS-DAR-00004-000-00566_south,0.0036038996379434913
25759,MS-DAR-00060-00001-000-00280_north,0.003604002436438623
25760,MS-DAR-00046-00002-000-00098_north,0.00360404140732681
25761,MS-DAR-00045-000-00143_south,0.0036041418148852486
25762,MS-DAR-00205-00003-000-00057_north,0.003604152464693162
25763,MS-DAR-00057-000-00294_south,0.00360458750309917
25764,MS-DAR-00068-000-00139_south,0.003604899974408205
25765,MS-DAR-00157-00002-000-00189_north,0.0036049310292643627
25766,MS-DAR-00209-00010-000-00014_north,0.00360513520939431
25767,MS-DAR-00208-000-00086_south,0.003605176418787045
25768,MS-DAR-00209-00005-000-00304_south,0.00360551369232544
25769,MS-DAR-00209-00014-000-00035_north,0.0036056662009909014
25770,MS-DAR-00057-000-00279_north,0.0036058680908421328
25771,MS-DAR-00059-00001-000-00295_north,0.00360604794644532
25772,MS-DAR-00010-00002-000-00231_north,0.0036063794660979695
25773,MS-DAR-00050-000-00184_south,0.003606454469092532
25774,MS-DAR-00011-00001-000-00079_north,0.0036071244442835416
25775,MS-DAR-00080-000-00307_south,0.0036071400894522477
25776,MS-DAR-00205-00006-000-00147_south,0.0036072629937563497
25777,MS-DAR-00050-000-00007_north,0.0036072935223341197
25778,MS-DAR-00082-000-00141_south,0.0036075310808403173
25779,MS-DAR-00209-00005-000-00453_north,0.003607629384193634
25780,MS-DAR-00085-000-00131_south,0.0036080352512893776
25781,MS-DAR-00058-00002-000-00215_north,0.0036081909717827197
25782,MS-DAR-00084-00002-000-00395_north,0.0036086121160725125
25783,MS-DAR-00015-00001-000-00067_north,0.0036087202639810472
25784,MS-DAR-00016-000-00151_north,0.003608738348152632
25785,MS-DAR-00209-00014-000-00236_south,0.003608791594291572
25786,MS-DAR-00013-000-00071_north,0.003608982900627686
25787,MS-DAR-00205-00003-000-00154_south,0.003609033296780109
25788,MS-DAR-00107-000-00100_south,0.003609041704210174
25789,MS-DAR-00083-000-00235_south,0.003609233288051015
25790,MS-DAR-00012-000-00426_north,0.003609249740899812
25791,MS-DAR-00085-000-00279_south,0.0036092634016394124
25792,MS-DAR-00084-00001-000-00330_north,0.0036093778375171086
25793,MS-DAR-00054-000-00081_north,0.0036098130181418508
25794,MS-DAR-00205-00010-000-00128_north,0.0036101353914835153
25795,MS-DAR-00081-000-00404_south,0.003610213932172729
25796,MS-DAR-00069-000-00048_north,0.0036104487190706932
25797,MS-DAR-00010-00002-000-00163_south,0.0036104818082935445
25798,MS-DAR-00010-00002-000-00186_south,0.0036105157472807606
25799,MS-DAR-00016-000-00256_south,0.0036105927829143884
25800,MS-DAR-00209-00014-000-00097_south,0.0036106004633633683
25801,MS-DAR-00066-000-00213_south,0.003610654192591088
25802,MS-DAR-00089-000-00409_north,0.0036111002240439135
25803,MS-DAR-00205-00007-000-00134_north,0.0036111863809212075
25804,MS-DAR-00089-000-00283_south,0.003611369867979089
25805,MS-DAR-00205-00002-000-00008_south,0.003611499381928554
25806,MS-DAR-00080-000-00454_north,0.003611600199947402
25807,MS-DAR-00209-00001-000-00056_north,0.003611664595351845
25808,MS-DAR-00066-000-00113_south,0.003611782919959049
25809,MS-DAR-00209-00010-000-00062_north,0.0036120068333336816
25810,MS-DAR-00087-000-00043_north,0.003612095924687564
25811,MS-DAR-00029-00003-000-00080_south,0.0036121745727572875
25812,MS-DAR-00185-000-00308_north,0.0036121897721033327
25813,MS-DAR-00077-000-00028_south,0.003612244619192978
25814,MS-DAR-00015-00002-000-00154_south,0.0036122461559374213
25815,MS-DAR-00205-00009-000-00371_south,0.003612353305939965
25816,MS-DAR-00054-000-00233_north,0.0036124005175766716
25817,MS-DAR-00081-000-00325_north,0.0036124674291261346
25818,MS-DAR-00048-000-00074_north,0.0036125648587826756
25819,MS-DAR-00058-00001-000-00324_north,0.0036126025593351896
25820,MS-DAR-00014-000-00182_south,0.0036126040688841893
25821,MS-DAR-00028-00001-000-00031_north,0.0036128302339873894
25822,MS-DAR-00011-00001-000-00182_south,0.0036129057477697303
25823,MS-DAR-00053-00001-000-00215_north,0.0036129118292680144
25824,MS-DAR-00070-000-00179_south,0.003612941204845267
25825,MS-DAR-00082-000-00368_south,0.00361296760956514
25826,MS-DAR-00066-000-00260_south,0.003613007231146725
25827,MS-DAR-00028-00001-000-00178_south,0.003613045803538695
25828,MS-DAR-00205-00005-000-00168_north,0.0036131119784451986
25829,MS-DAR-00053-00001-000-00517_south,0.0036133089010400303
25830,MS-DAR-00013-000-00341_north,0.0036136461833744457
25831,MS-DAR-00027-00001-000-00185_north,0.0036136740472873527
25832,MS-DAR-00052-000-00292_south,0.0036140940497713684
25833,MS-DAR-00108-000-00155_north,0.0036142950876889937
25834,MS-DAR-00047-000-00353_north,0.0036144613248151676
25835,MS-DAR-00053-00002-000-00361_north,0.0036145229923819655
25836,MS-DAR-00209-00006-000-00408_north,0.0036145787762505033
25837,MS-DAR-00209-00010-000-00121_north,0.0036145967414937885
25838,MS-DAR-00205-00002-000-00213_south,0.0036146400133804414
25839,MS-DAR-00088-000-00089_south,0.0036147033041237188
25840,MS-DAR-00185-000-00704_north,0.003614748918458488
25841,MS-DAR-00028-00001-000-00066_north,0.0036147578882662654
25842,MS-DAR-00003-000-00472_south,0.003614939229717292
25843,MS-DAR-00205-00004-000-00192_north,0.003615056450376132
25844,MS-DAR-00007-000-00150_south,0.0036150731052116956
25845,MS-DAR-00059-00001-000-00072_north,0.003615535824104751
25846,MS-DAR-00056-000-00041_north,0.003615544612323117
25847,MS-DAR-00047-000-00205_north,0.0036156679160317105
25848,MS-DAR-00007-000-00391_north,0.0036157300719220123
25849,MS-DAR-00053-00002-000-00346_south,0.003616021020969036
25850,MS-DAR-00090-000-00021_south,0.003616332823319903
25851,MS-DAR-00053-00001-000-00407_north,0.0036163929932432498
25852,MS-DAR-00081-000-00118_south,0.003616430258024649
25853,MS-DAR-00108-000-00378_south,0.003616517655987584
25854,MS-DAR-00209-00009-000-00187_north,0.0036167184647019385
25855,MS-DAR-00054-000-00328_south,0.0036167420913212982
25856,MS-DAR-00205-00009-000-00393_north,0.0036170156645230493
25857,MS-DAR-00057-000-00048_south,0.0036176915089898907
25858,MS-DAR-00051-000-00023_south,0.0036179479087449047
25859,MS-DAR-00205-00010-000-00078_south,0.0036180639105990757
25860,MS-DAR-00205-00003-000-00523_south,0.0036183369044311374
25861,MS-DAR-00012-000-00400_south,0.003618662001178615
25862,MS-DAR-00205-00010-000-00136_north,0.003619463045975317
25863,MS-DAR-00076-000-00045_south,0.0036195426508461867
25864,MS-DAR-00053-00002-000-00184_north,0.003619713767073998
25865,MS-DAR-00060-00001-000-00288_south,0.0036199463599165386
25866,MS-DAR-00053-00001-000-00031_south,0.003620092909077855
25867,MS-DAR-00205-00010-000-00113_south,0.003620193217441495
25868,MS-DAR-00012-000-00336_south,0.003620818125446145
25869,MS-DAR-00029-00001-000-00105_north,0.0036208995574164345
25870,MS-DAR-00088-000-00296_south,0.003620973322080342
25871,MS-DAR-00084-00001-000-00191_south,0.0036213439016036385
25872,MS-DAR-00209-00006-000-00383_north,0.0036214488752493368
25873,MS-DAR-00054-000-00279_south,0.0036216577194679834
25874,MS-DAR-00108-000-00108_north,0.0036217828337613885
25875,MS-DAR-00207-000-00013_north,0.0036219160562166518
25876,MS-DAR-00209-00009-000-00188_north,0.0036219930938675557
25877,MS-DAR-00018-00002-000-00090_north,0.0036219987315168063
25878,MS-DAR-00018-00002-000-00031_north,0.00362210238097807
25879,MS-DAR-00070-000-00121_south,0.003622199625412374
25880,MS-DAR-00205-00005-000-00205_south,0.00362260307582899
25881,MS-DAR-00010-00002-000-00007_south,0.003622933926268208
25882,MS-DAR-00080-000-00347_south,0.0036229962219966653
25883,MS-DAR-00080-000-00110_south,0.003623026893814664
25884,MS-DAR-00059-00001-000-00031_north,0.003623346209467963
25885,MS-DAR-00017-00002-000-00132_south,0.0036235256925822037
25886,MS-DAR-00027-00002-000-00185_south,0.0036240470547971334
25887,MS-DAR-00205-00005-000-00125_north,0.0036240512194480046
25888,MS-DAR-00082-000-00345_north,0.0036241494981410684
25889,MS-DAR-00015-00002-000-00140_south,0.0036242788814804944
25890,MS-DAR-00047-000-00365_north,0.0036243971658785758
25891,MS-DAR-00205-00008-000-00131_south,0.0036246073072940493
25892,MS-DAR-00009-000-00219_north,0.003624718927477888
25893,MS-DAR-00016-000-00295_south,0.00362509633357519
25894,MS-DAR-00048-000-00321_north,0.003625151987512102
25895,MS-DAR-00205-00010-000-00159_south,0.0036256191639999656
25896,MS-DAR-00060-00002-000-00193_south,0.0036257088191374944
25897,MS-DAR-00205-00009-000-00755_south,0.003626182533186576
25898,MS-DAR-00088-000-00097_south,0.0036263613427697586
25899,MS-DAR-00055-000-00334_north,0.003626387244761836
25900,MS-DAR-00205-00008-000-00073_north,0.0036264356450270586
25901,MS-DAR-00018-00002-000-00173_north,0.0036265905346302015
25902,MS-DAR-00015-00002-000-00097_south,0.0036268090947309114
25903,MS-DAR-00077-000-00133_north,0.003626953022047643
25904,MS-DAR-00205-00007-000-00272_north,0.0036273580686237007
25905,MS-DAR-00011-00001-000-00114_south,0.0036275697541831254
25906,MS-DAR-00006-000-00046_north,0.0036276635700128327
25907,MS-DAR-00067-000-00132_north,0.003627719787590788
25908,MS-DAR-00028-00001-000-00085_north,0.003628761712438609
25909,MS-DAR-00157-00002-000-00146_south,0.003628887058288216
25910,MS-DAR-00048-000-00335_south,0.003628966819855397
25911,MS-DAR-00016-000-00392_north,0.003629095675406307
25912,MS-DAR-00053-00001-000-00404_north,0.0036291841877900584
25913,MS-DAR-00205-00007-000-00286_north,0.003629201872939225
25914,MS-DAR-00108-000-00131_south,0.003629235246576336
25915,MS-DAR-00089-000-00407_north,0.003629791280349046
25916,MS-DAR-00052-000-00264_south,0.0036298082394217975
25917,MS-DAR-00010-00002-000-00187_south,0.003629856661572232
25918,MS-DAR-00066-000-00144_south,0.003630357808711318
25919,MS-DAR-00003-000-00010_south,0.00363053197096215
25920,MS-DAR-00015-00002-000-00119_north,0.003630628865202033
25921,MS-DAR-00205-00009-000-00322_south,0.0036306836540332442
25922,MS-DAR-00209-00005-000-00178_north,0.0036307616220504824
25923,MS-DAR-00015-00002-000-00218_north,0.0036308287174811587
25924,MS-DAR-00157-00002-000-00303_north,0.0036308331651174115
25925,MS-DAR-00029-00002-000-00121_north,0.0036309311295414834
25926,MS-DAR-00082-000-00355_north,0.0036310691830858713
25927,MS-DAR-00049-000-00006_south,0.0036313174038920446
25928,MS-DAR-00085-000-00538_south,0.003631385101463243
25929,MS-DAR-00082-000-00315_north,0.003631435409958094
25930,MS-DAR-00205-00007-000-00110_north,0.003631460827297896
25931,MS-DAR-00209-00005-000-00352_south,0.0036315062353849694
25932,MS-DAR-00014-000-00408_north,0.003631542637114268
25933,MS-DAR-00062-000-00030_south,0.003631593449347935
25934,MS-DAR-00186-000-00059_north,0.0036316885263740165
25935,MS-DAR-00008-000-00144_south,0.0036317394070871645
25936,MS-DAR-00205-00007-000-00491_south,0.0036319868161350027
25937,MS-DAR-00016-000-00422_north,0.00363228204675966
25938,MS-DAR-00011-00001-000-00032_south,0.0036326904368209866
25939,MS-DAR-00070-000-00284_south,0.0036328596211784026
25940,MS-DAR-00157-00001-000-00138_south,0.0036329621486212065
25941,MS-DAR-00185-000-00294_south,0.0036333068833631164
25942,MS-DAR-00060-00002-000-00077_south,0.0036333578555412293
25943,MS-DAR-00007-000-00189_south,0.0036335621619968932
25944,MS-DAR-00205-00002-000-00339_north,0.0036336136051046282
25945,MS-DAR-00080-000-00268_north,0.003633617258479437
25946,MS-DAR-00205-00004-000-00193_north,0.0036338877638759128
25947,MS-DAR-00059-00001-000-00247_south,0.0036339468383863216
25948,MS-DAR-00205-00005-000-00041_north,0.003634067096295563
25949,MS-DAR-00058-00002-000-00221_north,0.003634366867746049
25950,MS-DAR-00090-000-00047_south,0.0036348809317666327
25951,MS-DAR-00107-000-00065_north,0.003634967025463966
25952,MS-DAR-00015-00002-000-00054_north,0.0036351718849691127
25953,MS-DAR-00205-00008-000-00111_north,0.0036359604051550425
25954,MS-DAR-00205-00006-000-00040_south,0.0036361148840342175
25955,MS-DAR-00209-00014-000-00098_south,0.003636145577832433
25956,MS-DAR-00084-00002-000-00030_south,0.0036362260513443188
25957,MS-DAR-00045-000-00197_north,0.003636299469982958
25958,MS-DAR-00209-00014-000-00208_north,0.003636459884631206
25959,MS-DAR-00062-000-00123_south,0.0036365335353870302
25960,MS-DAR-00004-000-00276_south,0.0036368825112162067
25961,MS-DAR-00107-000-00029_north,0.003636890274185471
25962,MS-DAR-00014-000-00255_south,0.0036372873874146896
25963,MS-DAR-00004-000-00158_south,0.003637493483523545
25964,MS-DAR-00028-00001-000-00124_south,0.003637539152957493
25965,MS-DAR-00205-00008-000-00150_south,0.003637597139703229
25966,MS-DAR-00048-000-00174_north,0.0036377298288559137
25967,MS-DAR-00045-000-00060_north,0.003637796519552649
25968,MS-DAR-00018-00002-000-00110_north,0.0036380745579618367
25969,MS-DAR-00209-00005-000-00100_north,0.0036382452289534556
25970,MS-DAR-00047-000-00150_north,0.003638478725730181
25971,MS-DAR-00011-00001-000-00265_south,0.0036389563457390178
25972,MS-DAR-00068-000-00193_north,0.0036391230713386817
25973,MS-DAR-00084-00002-000-00413_north,0.0036396541345916525
25974,MS-DAR-00056-000-00305_south,0.0036398482064640926
25975,MS-DAR-00088-000-00181_south,0.0036400025987583244
25976,MS-DAR-00053-00001-000-00217_north,0.0036400065223643916
25977,MS-DAR-00081-000-00399_south,0.003640053878867363
25978,MS-DAR-00209-00014-000-00151_south,0.003640110771132593
25979,MS-DAR-00090-000-00019_north,0.0036405702466821895
25980,MS-DAR-00081-000-00236_north,0.003641064543490074
25981,MS-DAR-00069-000-00055_south,0.003641146872878838
25982,MS-DAR-00081-000-00069_south,0.0036412141062618078
25983,MS-DAR-00068-000-00079_south,0.0036415475170400737
25984,MS-DAR-00053-00001-000-00017_south,0.0036415986861943308
25985,MS-DAR-00209-00006-000-00160_north,0.0036417085015254575
25986,MS-DAR-00108-000-00051_south,0.0036419147228312033
25987,MS-DAR-00029-00003-000-00287_south,0.003641965615808593
25988,MS-DAR-00051-000-00167_north,0.003642015496173495
25989,MS-DAR-00081-000-00193_south,0.0036425902018550824
25990,MS-DAR-00208-000-00083_south,0.003642617648499527
25991,MS-DAR-00016-000-00434_north,0.0036427313742320704
25992,MS-DAR-00209-00001-000-00026_north,0.0036429154577301975
25993,MS-DAR-00059-00001-000-00309_north,0.003643326891332699
25994,MS-DAR-00067-000-00016_south,0.0036436309095930434
25995,MS-DAR-00059-00002-000-00052_south,0.0036442111889171095
25996,MS-DAR-00084-00002-000-00182_north,0.003644278645976902
25997,MS-DAR-00028-00001-000-00213_north,0.003644369747767914
25998,MS-DAR-00205-00009-000-00390_north,0.003644519844911314
25999,MS-DAR-00061-000-00213_north,0.00364453436871921
26000,MS-DAR-00018-00001-000-00135_south,0.003644630710726851
26001,MS-DAR-00207-000-00024_south,0.00364485118323383
26002,MS-DAR-00016-000-00084_south,0.003644863118439073
26003,MS-DAR-00059-00002-000-00116_south,0.00364506877657293
26004,MS-DAR-00046-00002-000-00038_south,0.0036450692343328343
26005,MS-DAR-00087-000-00090_south,0.003645489961389307
26006,MS-DAR-00028-00001-000-00161_north,0.003645505316290732
26007,MS-DAR-00045-000-00356_south,0.0036456914801034895
26008,MS-DAR-00013-000-00005_north,0.003645797887811962
26009,MS-DAR-00056-000-00143_north,0.003645861178676562
26010,MS-DAR-00209-00013-000-00059_south,0.003645882628373887
26011,MS-DAR-00078-000-00052_south,0.003645955652243458
26012,MS-DAR-00108-000-00154_south,0.003646034263904358
26013,MS-DAR-00028-00002-000-00139_north,0.003646182906063463
26014,MS-DAR-00088-000-00116_south,0.003646255589022693
26015,MS-DAR-00018-00002-000-00168_north,0.0036465433307535924
26016,MS-DAR-00014-000-00270_north,0.0036468791556957068
26017,MS-DAR-00007-000-00260_south,0.003646963923936008
26018,MS-DAR-00087-000-00236_south,0.0036471072206739723
26019,MS-DAR-00046-00002-000-00274_north,0.003647117156692392
26020,MS-DAR-00010-00002-000-00222_north,0.003647174861436673
26021,MS-DAR-00083-000-00393_north,0.0036472717619662584
26022,MS-DAR-00059-00002-000-00113_south,0.0036473791738310026
26023,MS-DAR-00017-00001-000-00106_north,0.0036474659969430463
26024,MS-DAR-00088-000-00400_north,0.0036475243511899158
26025,MS-DAR-00062-000-00156_south,0.003647705378984672
26026,MS-DAR-00018-00001-000-00092_north,0.0036477565888613653
26027,MS-DAR-00209-00015-000-00101_south,0.003647934514249589
26028,MS-DAR-00056-000-00236_north,0.003647987633145824
26029,MS-DAR-00007-000-00027_south,0.0036481008155458588
26030,MS-DAR-00081-000-00448_north,0.0036481867758730115
26031,MS-DAR-00049-000-00049_north,0.0036485290367079394
26032,MS-DAR-00014-000-00358_north,0.003648722688710773
26033,MS-DAR-00205-00009-000-00333_south,0.003648773264620612
26034,MS-DAR-00080-000-00182_south,0.0036488284335139537
26035,MS-DAR-00017-00001-000-00096_south,0.0036489153411227186
26036,MS-DAR-00108-000-00089_south,0.0036489821008664903
26037,MS-DAR-00067-000-00086_north,0.003649259605186319
26038,MS-DAR-00015-00001-000-00136_north,0.0036493845283914494
26039,MS-DAR-00003-000-00390_north,0.0036496497597905946
26040,MS-DAR-00045-000-00290_south,0.0036497096836517868
26041,MS-DAR-00004-000-00090_south,0.003649751514379809
26042,MS-DAR-00051-000-00215_north,0.003649792945524162
26043,MS-DAR-00205-00003-000-00196_south,0.003649961702437166
26044,MS-DAR-00051-000-00164_north,0.003650017804889816
26045,MS-DAR-00051-000-00253_north,0.0036503054350533314
26046,MS-DAR-00076-000-00136_north,0.0036505466547075037
26047,MS-DAR-00084-00001-000-00245_south,0.0036506813070024875
26048,MS-DAR-00205-00009-000-00362_south,0.0036507822238800326
26049,MS-DAR-00046-00002-000-00375_north,0.0036508203180427136
26050,MS-DAR-00007-000-00187_south,0.003650886168840924
26051,MS-DAR-00081-000-00266_south,0.003651056577762652
26052,MS-DAR-00029-00003-000-00108_south,0.003651075871735792
26053,MS-DAR-00010-00002-000-00080_north,0.0036513305678002273
26054,MS-DAR-00015-00001-000-00112_south,0.0036516484369509216
26055,MS-DAR-00060-00001-000-00299_north,0.0036523541240297257
26056,MS-DAR-00003-000-00276_south,0.0036527500506131324
26057,MS-DAR-00058-00002-000-00029_south,0.0036528029490608123
26058,MS-DAR-00081-000-00254_north,0.0036529152640069917
26059,MS-DAR-00047-000-00328_south,0.003653147981838918
26060,MS-DAR-00053-00002-000-00235_north,0.003653175498688047
26061,MS-DAR-00048-000-00300_north,0.0036533133361481363
26062,MS-DAR-00008-000-00282_north,0.0036533269180241096
26063,MS-DAR-00208-000-00166_south,0.003653525106073155
26064,MS-DAR-00067-000-00051_north,0.003653611923480131
26065,MS-DAR-00052-000-00195_north,0.0036537384704233957
26066,MS-DAR-00048-000-00150_north,0.0036538739449618308
26067,MS-DAR-00062-000-00219_north,0.003654061025122761
26068,MS-DAR-00205-00009-000-00510_north,0.0036542172971776293
26069,MS-DAR-00045-000-00239_south,0.003654632333582956
26070,MS-DAR-00080-000-00346_south,0.0036547170595868502
26071,MS-DAR-00157-00001-000-00105_south,0.0036551194506006467
26072,MS-DAR-00157-A-000-00055_north,0.0036553685318398517
26073,MS-DAR-00008-000-00084_south,0.003655822353313745
26074,MS-DAR-00028-00002-000-00154_south,0.003655963307745137
26075,MS-DAR-00060-00001-000-00229_north,0.003655967790902843
26076,MS-DAR-00013-000-00062_south,0.0036560097694793765
26077,MS-DAR-00205-00005-000-00206_south,0.003656027066057418
26078,MS-DAR-00016-000-00084_north,0.0036561593343755845
26079,MS-DAR-00108-000-00010_south,0.0036561903871979357
26080,MS-DAR-00046-00002-000-00377_south,0.0036563429403300347
26081,MS-DAR-00186-000-00090_south,0.003656354303179392
26082,MS-DAR-00084-00002-000-00004_north,0.003656494869147194
26083,MS-DAR-00081-000-00410_south,0.0036565063237077025
26084,MS-DAR-00205-00002-000-00101_south,0.003656676304437394
26085,MS-DAR-00017-00002-000-00122_north,0.0036568150624394042
26086,MS-DAR-00205-00005-000-00296_south,0.0036570442960237952
26087,MS-DAR-00205-00003-000-00596_north,0.003657121655354713
26088,MS-DAR-00027-00001-000-00099_north,0.003657269380418334
26089,MS-DAR-00205-00009-000-00342_south,0.003657312033282209
26090,MS-DAR-00190-000-00069_south,0.003657931721441686
26091,MS-DAR-00157-00001-000-00102_north,0.0036580843011403776
26092,MS-DAR-00068-000-00038_south,0.0036584128668706753
26093,MS-DAR-00016-000-00076_south,0.003658712849213471
26094,MS-DAR-00088-000-00115_south,0.0036587550044766466
26095,MS-DAR-00012-000-00086_north,0.003658872357355839
26096,MS-DAR-00157-000-00045_north,0.0036588840462847606
26097,MS-DAR-00209-00006-000-00103_north,0.0036589625013854787
26098,MS-DAR-00209-00006-000-00416_south,0.0036593550831029733
26099,MS-DAR-00059-00002-000-00145_north,0.0036595188364612016
26100,MS-DAR-00185-000-00289_south,0.0036595286400730427
26101,MS-DAR-00053-00001-000-00487_north,0.0036595584731886704
26102,MS-DAR-00081-000-00097_north,0.0036597089758881388
26103,MS-DAR-00078-000-00043_south,0.003659766098031856
26104,MS-DAR-00080-000-00195_south,0.0036598287434847572
26105,MS-DAR-00011-00002-000-00237_north,0.0036599489752907255
26106,MS-DAR-00081-000-00103_south,0.0036600195245680167
26107,MS-DAR-00205-00007-000-00416_south,0.0036600442051043613
26108,MS-DAR-00050-000-00089_north,0.0036604257380141365
26109,MS-DAR-00062-000-00099_north,0.003660488860076195
26110,MS-DAR-00045-000-00195_south,0.003661209283096431
26111,MS-DAR-00027-00001-000-00082_south,0.0036612559281114236
26112,MS-DAR-00081-000-00402_south,0.003661463627807683
26113,MS-DAR-00010-00002-000-00244_north,0.0036614973442888757
26114,MS-DAR-00046-00002-000-00167_north,0.003661520677727071
26115,MS-DAR-00209-00008-000-00257_south,0.0036615414685608155
26116,MS-DAR-00059-00001-000-00272_south,0.0036617870760868526
26117,MS-DAR-00010-00001-000-00057_south,0.003661801700864549
26118,MS-DAR-00066-000-00375_north,0.003661872182226515
26119,MS-DAR-00009-000-00191_north,0.0036619120087919466
26120,MS-DAR-00081-000-00291_south,0.0036620092532502133
26121,MS-DAR-00018-00002-000-00122_north,0.003662041915820336
26122,MS-DAR-00205-00009-000-00318_south,0.003662179789929659
26123,MS-DAR-00209-00006-000-00046_north,0.0036625664999921617
26124,MS-DAR-00108-000-00132_south,0.0036627281936752114
26125,MS-DAR-00157-A-000-00087_south,0.003662876306666203
26126,MS-DAR-00087-000-00068_north,0.0036631666772678475
26127,MS-DAR-00083-000-00374_north,0.0036633238381662187
26128,MS-DAR-00028-00001-000-00209_north,0.003663328967193803
26129,MS-DAR-00058-00001-000-00050_south,0.0036635699498446376
26130,MS-DAR-00190-000-00075_north,0.00366375468572153
26131,MS-DAR-00209-00008-000-00305_north,0.0036638436990243137
26132,MS-DAR-00056-000-00309_south,0.003663858035531269
26133,MS-DAR-00017-00001-000-00032_south,0.0036641579016862547
26134,MS-DAR-00047-000-00441_south,0.0036642966172074913
26135,MS-DAR-00047-000-00029_south,0.0036643325033976063
26136,MS-DAR-00085-000-00506_south,0.003664377195308122
26137,MS-DAR-00090-000-00136_north,0.003664412521037475
26138,MS-DAR-00209-00014-000-00273_north,0.0036644644560294786
26139,MS-DAR-00017-00001-000-00078_south,0.003664787559074046
26140,MS-DAR-00205-00009-000-00756_south,0.0036649346875325707
26141,MS-DAR-00028-00001-000-00177_south,0.0036650892944595057
26142,MS-DAR-00053-00001-000-00035_north,0.0036651280095065515
26143,MS-DAR-00017-00001-000-00038_north,0.0036651649152476804
26144,MS-DAR-00157-00002-000-00105_north,0.0036655087369486875
26145,MS-DAR-00060-00001-000-00018_north,0.0036659424517265656
26146,MS-DAR-00209-00009-000-00044_south,0.0036663127989821297
26147,MS-DAR-00053-00002-000-00224_south,0.003666343455298548
26148,MS-DAR-00205-00003-000-00523_north,0.003667113002512404
26149,MS-DAR-00205-00002-000-00110_north,0.0036672428149764065
26150,MS-DAR-00208-000-00210_south,0.0036674146986003676
26151,MS-DAR-00085-000-00170_north,0.003667929646055475
26152,MS-DAR-00014-000-00283_north,0.0036679848479259265
26153,MS-DAR-00061-000-00096_south,0.0036681063749015243
26154,MS-DAR-00054-000-00159_south,0.0036681084444790605
26155,MS-DAR-00047-000-00301_north,0.0036681866425183935
26156,MS-DAR-00157-00002-000-00159_south,0.0036682198104603966
26157,MS-DAR-00014-000-00388_north,0.003668416551233022
26158,MS-DAR-00048-000-00203_north,0.003668426694166572
26159,MS-DAR-00209-00015-000-00116_north,0.0036685020957695803
26160,MS-DAR-00157-00002-000-00127_north,0.0036687456873321926
26161,MS-DAR-00084-00001-000-00055_north,0.0036687642167532327
26162,MS-DAR-00060-00001-000-00168_north,0.0036687763047248793
26163,MS-DAR-00015-00001-000-00079_south,0.0036688555087839607
26164,MS-DAR-00076-000-00315_south,0.003668862205140261
26165,MS-DAR-00047-000-00107_north,0.003668907439141267
26166,MS-DAR-00205-00008-000-00074_north,0.003669040633445772
26167,MS-DAR-00054-000-00282_south,0.003669171038693541
26168,MS-DAR-00012-000-00257_north,0.003669310728922079
26169,MS-DAR-00079-000-00389_north,0.003669383587690995
26170,MS-DAR-00056-000-00251_north,0.00366944383932525
26171,MS-DAR-00209-00015-000-00090_south,0.0036696149493206168
26172,MS-DAR-00049-000-00025_south,0.003669742504694063
26173,MS-DAR-00010-00002-000-00128_north,0.0036701194413870414
26174,MS-DAR-00010-00002-000-00096_south,0.0036701488400485327
26175,MS-DAR-00062-000-00160_south,0.0036710802055628508
26176,MS-DAR-00011-00001-000-00071_north,0.0036715298948431473
26177,MS-DAR-00052-000-00154_north,0.0036715490595792205
