"RegionId","Points:0","Points:1","Points:2"
1,502,3776.5,0
1,501.5,3777,0
1,503,3776.5,0
1,504,3776.5,0
1,505,3776.5,0
1,506,3776.5,0
1,506.5,3777,0
1,508,3776.5,0
1,507.5,3777,0
1,509,3776.5,0
1,510,3776.5,0
1,511,3776.5,0
1,512,3776.5,0
1,513,3776.5,0
1,514,3776.5,0
1,515,3776.5,0
1,516,3776.5,0
1,517,3776.5,0
1,518,3776.5,0
1,519,3776.5,0
1,520,3776.5,0
1,520.5,3777,0
1,500,3777.5,0
1,500,3777.5,0
1,501,3777.5,0
1,507,3777.5,0
1,521,3777.5,0
1,522,3777.5,0
1,523,3777.5,0
1,524,3777.5,0
1,525,3777.5,0
1,526,3777.5,0
1,527,3777.5,0
1,528,3777.5,0
1,529,3777.5,0
1,530,3777.5,0
1,531,3777.5,0
1,532,3777.5,0
1,533,3777.5,0
1,534,3777.5,0
1,535,3777.5,0
1,536,3777.5,0
1,537,3777.5,0
1,538,3777.5,0
1,539,3777.5,0
1,540,3777.5,0
1,541,3777.5,0
1,542,3777.5,0
1,543,3777.5,0
1,544,3777.5,0
1,545,3777.5,0
1,546,3777.5,0
1,547,3777.5,0
1,548,3777.5,0
1,549,3777.5,0
1,550,3777.5,0
1,551,3777.5,0
1,552,3777.5,0
1,553,3777.5,0
1,554,3777.5,0
1,555,3777.5,0
1,556,3777.5,0
1,557,3777.5,0
1,558,3777.5,0
1,559,3777.5,0
1,560,3777.5,0
1,561,3777.5,0
1,562,3777.5,0
1,563,3777.5,0
1,564,3777.5,0
1,565,3777.5,0
1,566,3777.5,0
1,567,3777.5,0
1,568,3777.5,0
1,569,3777.5,0
1,570,3777.5,0
1,571,3777.5,0
1,572,3777.5,0
1,573,3777.5,0
1,574,3777.5,0
1,575,3777.5,0
1,576,3777.5,0
1,577,3777.5,0
1,578,3777.5,0
1,579,3777.5,0
1,580,3777.5,0
1,581,3777.5,0
1,582,3777.5,0
1,583,3777.5,0
1,584,3777.5,0
1,585,3777.5,0
1,586,3777.5,0
1,587,3777.5,0
1,588,3777.5,0
1,589,3777.5,0
1,590,3777.5,0
1,591,3777.5,0
1,592,3777.5,0
1,593,3777.5,0
1,594,3777.5,0
1,595,3777.5,0
1,596,3777.5,0
1,597,3777.5,0
1,598,3777.5,0
1,599,3777.5,0
1,600,3777.5,0
1,601,3777.5,0
1,602,3777.5,0
1,603,3777.5,0
1,604,3777.5,0
1,605,3777.5,0
1,606,3777.5,0
1,607,3777.5,0
1,608,3777.5,0
1,609,3777.5,0
1,610,3777.5,0
1,611,3777.5,0
1,612,3777.5,0
1,613,3777.5,0
1,614,3777.5,0
1,615,3777.5,0
1,616,3777.5,0
1,617,3777.5,0
1,618,3777.5,0
1,619,3777.5,0
1,620,3777.5,0
1,621,3777.5,0
1,622,3777.5,0
1,623,3777.5,0
1,624,3777.5,0
1,625,3777.5,0
1,626,3777.5,0
1,627,3777.5,0
1,628,3777.5,0
1,629,3777.5,0
1,630,3777.5,0
1,631,3777.5,0
1,632,3777.5,0
1,633,3777.5,0
1,634,3777.5,0
1,635,3777.5,0
1,636,3777.5,0
1,637,3777.5,0
1,638,3777.5,0
1,639,3777.5,0
1,640,3777.5,0
1,641,3777.5,0
1,642,3777.5,0
1,643,3777.5,0
1,644,3777.5,0
1,645,3777.5,0
1,646,3777.5,0
1,647,3777.5,0
1,648,3777.5,0
1,649,3777.5,0
1,650,3777.5,0
1,651,3777.5,0
1,652,3777.5,0
1,653,3777.5,0
1,654,3777.5,0
1,655,3777.5,0
1,656,3777.5,0
1,657,3777.5,0
1,658,3777.5,0
1,659,3777.5,0
1,660,3777.5,0
1,661,3777.5,0
1,662,3777.5,0
1,662.5,3778,0
1,664,3777.5,0
1,663.5,3778,0
1,665,3777.5,0
1,666,3777.5,0
1,667,3777.5,0
1,668,3777.5,0
1,669,3777.5,0
1,670,3777.5,0
1,670.5,3778,0
1,676,3777.5,0
1,675.5,3778,0
1,677,3777.5,0
1,677.5,3778,0
1,682,3777.5,0
1,681.5,3778,0
1,683,3777.5,0
1,684,3777.5,0
1,685,3777.5,0
1,686,3777.5,0
1,687,3777.5,0
1,687.5,3778,0
1,796,3777.5,0
1,795.5,3778,0
1,796.5,3778,0
1,663,3778.5,0
1,671,3778.5,0
1,672,3778.5,0
1,673,3778.5,0
1,674,3778.5,0
1,675,3778.5,0
1,678,3778.5,0
1,679,3778.5,0
1,680,3778.5,0
1,681,3778.5,0
1,688,3778.5,0
1,689,3778.5,0
1,690,3778.5,0
1,691,3778.5,0
1,692,3778.5,0
1,693,3778.5,0
1,694,3778.5,0
1,695,3778.5,0
1,696,3778.5,0
1,697,3778.5,0
1,698,3778.5,0
1,699,3778.5,0
1,700,3778.5,0
1,701,3778.5,0
1,702,3778.5,0
1,703,3778.5,0
1,704,3778.5,0
1,705,3778.5,0
1,706,3778.5,0
1,707,3778.5,0
1,708,3778.5,0
1,709,3778.5,0
1,710,3778.5,0
1,711,3778.5,0
1,712,3778.5,0
1,713,3778.5,0
1,714,3778.5,0
1,715,3778.5,0
1,716,3778.5,0
1,717,3778.5,0
1,718,3778.5,0
1,719,3778.5,0
1,720,3778.5,0
1,721,3778.5,0
1,722,3778.5,0
1,723,3778.5,0
1,724,3778.5,0
1,725,3778.5,0
1,726,3778.5,0
1,727,3778.5,0
1,728,3778.5,0
1,729,3778.5,0
1,730,3778.5,0
1,731,3778.5,0
1,732,3778.5,0
1,733,3778.5,0
1,734,3778.5,0
1,735,3778.5,0
1,736,3778.5,0
1,737,3778.5,0
1,738,3778.5,0
1,739,3778.5,0
1,740,3778.5,0
1,741,3778.5,0
1,742,3778.5,0
1,743,3778.5,0
1,744,3778.5,0
1,745,3778.5,0
1,746,3778.5,0
1,747,3778.5,0
1,748,3778.5,0
1,749,3778.5,0
1,750,3778.5,0
1,751,3778.5,0
1,752,3778.5,0
1,753,3778.5,0
1,754,3778.5,0
1,755,3778.5,0
1,756,3778.5,0
1,757,3778.5,0
1,758,3778.5,0
1,759,3778.5,0
1,760,3778.5,0
1,761,3778.5,0
1,762,3778.5,0
1,763,3778.5,0
1,764,3778.5,0
1,765,3778.5,0
1,766,3778.5,0
1,766.5,3779,0
1,790,3778.5,0
1,789.5,3779,0
1,791,3778.5,0
1,792,3778.5,0
1,793,3778.5,0
1,794,3778.5,0
1,795,3778.5,0
1,797,3778.5,0
1,798,3778.5,0
1,799,3778.5,0
1,800,3778.5,0
1,801,3778.5,0
1,801.5,3779,0
1,767,3779.5,0
1,768,3779.5,0
1,769,3779.5,0
1,770,3779.5,0
1,771,3779.5,0
1,772,3779.5,0
1,773,3779.5,0
1,774,3779.5,0
1,775,3779.5,0
1,776,3779.5,0
1,777,3779.5,0
1,778,3779.5,0
1,779,3779.5,0
1,780,3779.5,0
1,781,3779.5,0
1,782,3779.5,0
1,783,3779.5,0
1,784,3779.5,0
1,785,3779.5,0
1,786,3779.5,0
1,787,3779.5,0
1,788,3779.5,0
1,789,3779.5,0
1,802,3779.5,0
1,803,3779.5,0
1,804,3779.5,0
1,805,3779.5,0
1,806,3779.5,0
1,807,3779.5,0
1,808,3779.5,0
1,809,3779.5,0
1,810,3779.5,0
1,811,3779.5,0
1,812,3779.5,0
1,813,3779.5,0
1,814,3779.5,0
1,815,3779.5,0
1,816,3779.5,0
1,817,3779.5,0
1,818,3779.5,0
1,819,3779.5,0
1,820,3779.5,0
1,821,3779.5,0
1,822,3779.5,0
1,823,3779.5,0
1,824,3779.5,0
1,825,3779.5,0
1,826,3779.5,0
1,827,3779.5,0
1,828,3779.5,0
1,829,3779.5,0
1,830,3779.5,0
1,831,3779.5,0
1,832,3779.5,0
1,833,3779.5,0
1,834,3779.5,0
1,835,3779.5,0
1,836,3779.5,0
1,837,3779.5,0
1,838,3779.5,0
1,839,3779.5,0
1,840,3779.5,0
1,841,3779.5,0
1,842,3779.5,0
1,843,3779.5,0
1,844,3779.5,0
1,845,3779.5,0
1,846,3779.5,0
1,847,3779.5,0
1,848,3779.5,0
1,849,3779.5,0
1,850,3779.5,0
1,851,3779.5,0
1,852,3779.5,0
1,853,3779.5,0
1,854,3779.5,0
1,855,3779.5,0
1,856,3779.5,0
1,857,3779.5,0
1,858,3779.5,0
1,859,3779.5,0
1,860,3779.5,0
1,861,3779.5,0
1,862,3779.5,0
1,863,3779.5,0
1,864,3779.5,0
1,865,3779.5,0
1,866,3779.5,0
1,867,3779.5,0
1,868,3779.5,0
1,869,3779.5,0
1,870,3779.5,0
1,871,3779.5,0
1,872,3779.5,0
1,873,3779.5,0
1,874,3779.5,0
1,875,3779.5,0
1,876,3779.5,0
1,877,3779.5,0
1,878,3779.5,0
1,879,3779.5,0
1,880,3779.5,0
1,881,3779.5,0
1,882,3779.5,0
1,883,3779.5,0
1,884,3779.5,0
1,885,3779.5,0
1,886,3779.5,0
1,887,3779.5,0
1,888,3779.5,0
1,889,3779.5,0
1,890,3779.5,0
1,891,3779.5,0
1,892,3779.5,0
1,893,3779.5,0
1,894,3779.5,0
1,895,3779.5,0
1,895.5,3780,0
1,902,3779.5,0
1,901.5,3780,0
1,903,3779.5,0
1,903.5,3780,0
1,933,3779.5,0
1,932.5,3780,0
1,934,3779.5,0
1,935,3779.5,0
1,936,3779.5,0
1,937,3779.5,0
1,938,3779.5,0
1,939,3779.5,0
1,940,3779.5,0
1,940.5,3780,0
1,896,3780.5,0
1,897,3780.5,0
1,898,3780.5,0
1,899,3780.5,0
1,900,3780.5,0
1,901,3780.5,0
1,904,3780.5,0
1,905,3780.5,0
1,906,3780.5,0
1,907,3780.5,0
1,908,3780.5,0
1,909,3780.5,0
1,910,3780.5,0
1,911,3780.5,0
1,912,3780.5,0
1,913,3780.5,0
1,914,3780.5,0
1,915,3780.5,0
1,916,3780.5,0
1,917,3780.5,0
1,918,3780.5,0
1,919,3780.5,0
1,920,3780.5,0
1,921,3780.5,0
1,922,3780.5,0
1,923,3780.5,0
1,924,3780.5,0
1,925,3780.5,0
1,926,3780.5,0
1,927,3780.5,0
1,928,3780.5,0
1,929,3780.5,0
1,930,3780.5,0
1,931,3780.5,0
1,932,3780.5,0
1,941,3780.5,0
1,942,3780.5,0
1,943,3780.5,0
1,944,3780.5,0
1,945,3780.5,0
1,946,3780.5,0
